category,Énergie (kJ),Sel (g),Protéines (g),Sucres (g),Glucides (g),Matières grasses (g),Acides gras saturés (g),Fibres alimentaires (g),Biotine (µg),Vitamine B1 (Thiamine) (mg),Vitamine E (Tocopherol) (mg),Acide folique (µg),Vitamine A (µg),Vitamine D (Cholacalciferol) (µg),Vitamine C (Acide ascorbique) (mg),Vitamine B6 (Pyridoxine) (mg),Vitamine B5 (acide pantothénique) (mg),Vitamine B3 (Niacine) (mg),Vitamine B2 (Riboflavine) (mg),Vitamine B12 (Cobalamine) (µg)
/boissons-chaudes-froides/boissons-sucrees,153.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/du-monde-entier,286.0,0.0,1.6,0.0,13.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/viande/saucisses,980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/du-monde-entier,2081.0,2.5,1.0,10.0,68.0,24.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-surgeles/fruits,185.0,0.0,1.0,5.0,5.0,0.5,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/poisson-fruits-de-mer/traiteur,1220.0,0.0,3.0,0.0,16.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/plats-cuisines/pizza-menus-snacks,717.0,2.0,1.5,0.5,2.0,17.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-laitiers-oeufs/margarine,1540.0,0.5,0.5,0.5,3.5,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/boulangerie/ingredients-de-boulangerie,3110.0,0.0,8.0,4.5,5.0,76.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-laitiers-oeufs/yogourt,333.0,0.05,3.0,10.0,12.0,2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-surgeles/pizza,879.0,1.4,8.4,2.7,30.0,5.7,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/boulangerie/ingredients-de-boulangerie,1525.0,0.18,0.5,0.0,88.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/du-monde-entier,1234.0,0.93,8.0,3.5,46.0,8.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-surgeles/viande,1140.0,1.4,20.0,1.0,12.0,16.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/boulangerie/ingredients-de-boulangerie,2950.0,0.1,14.0,2.5,12.0,66.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/chocolat/jours-de-fetes-evenements,1745.0,0.65,8.0,20.0,48.0,21.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/boulangerie/produits-frais-de-boulangerie-non-refrigeres,1250.0,1.2,9.0,4.0,46.0,8.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/chocolat/bonbons-chewing-gum,1670.0,0.01,0.0,67.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/petit-dejeuner/pates-a-tartiner,2570.0,0.92,24.0,5.0,15.0,50.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-laitiers-oeufs/fromages,909.0,1.08,5.3,4.1,4.3,20.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/poisson-fruits-de-mer/traiteur,488.0,1.9,8.4,3.3,11.0,4.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/aperitif/chips,2059.0,1.6,6.0,3.5,61.0,24.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/pommes-de-terre-spaetzli,362.0,0.8,1.5,1.0,14.0,2.5,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/chocolat/chocolat,2310.0,0.5,8.0,49.0,51.0,35.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/soupes-sauces-bouillon,1310.0,16.0,11.0,16.0,56.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/legumes-legumes-au-vinaigre,23.0,2.5,1.0,1.0,3.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-surgeles/poisson-fruits-de-mer,1530.0,1.3,10.0,2.5,3.5,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-laitiers-oeufs/lait-boissons-lactees,297.0,0.08,2.8,9.2,9.2,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/pates,1539.0,0.65,13.0,2.0,68.0,3.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/chocolat/chocolat,2490.0,0.2,7.0,42.0,43.0,44.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/du-monde-entier,1238.0,0.95,9.0,4.0,52.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/boulangerie/pains,1109.0,2.1,10.0,2.5,41.0,6.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/viande/viande-sechee-jambon,1712.0,3.3,23.0,0.7,1.5,35.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-laitiers-oeufs/yogourt,520.0,0.1,3.5,17.0,17.0,4.7,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/du-monde-entier,1491.0,0.9,11.4,3.1,76.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/plats-cuisines/pizza-menus-snacks,1231.0,1.6,18.0,2.5,16.0,17.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/ingredients-de-cuisson,3367.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/du-monde-entier,1062.0,2.8,0.5,59.0,62.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-laitiers-oeufs/fromages,233.0,0.09,10.0,4.0,4.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
To classify,1852.0,2.8,10.0,0.7,61.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/plats-cuisines/plats-cuisines,1580.0,3.2,11.0,4.0,63.0,8.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/legumes-legumes-au-vinaigre,271.0,1.0,1.0,3.0,7.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/boulangerie/boulangerie-patisserie,2070.0,0.0,6.0,33.0,42.0,33.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/boulangerie/ingredients-de-boulangerie,1467.0,0.83,7.0,2.5,37.0,19.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/chocolat/blevita,1830.0,1.8,12.0,3.0,60.0,15.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mueesli-cereales/cereales,1540.0,0.02,11.0,18.0,61.0,6.5,1.1,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mueesli-cereales/cereales,1461.0,0.03,10.0,17.9,59.3,5.8,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-surgeles/glace-entremets,1045.0,0.2,3.6,20.8,23.9,15.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-laitiers-oeufs/yogourt,430.0,0.1,3.5,14.0,15.0,3.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/petit-dejeuner/cacao-chocolats-en-poudre,1660.0,0.5,5.0,80.0,82.0,3.5,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0
/garnitures-ingredients/legumes-a-salade,416.0,0.0,6.0,1.0,15.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/chocolat/chocolat,2200.0,0.01,6.0,47.0,50.0,32.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/plats-cuisines/pizza-menus-snacks,258.0,0.08,0.7,12.0,14.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/chocolat/sain-bio,2180.0,0.34,7.2,33.0,58.0,28.0,15.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/soupes-sauces-bouillon,100.0,1.2,0.8,0.7,5.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
To classify,393.0,1.1,5.6,4.1,14.0,0.5,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-laitiers-oeufs/fromages,1534.0,1.1,7.3,2.4,2.4,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/boissons-chaudes-froides/the-glace,119.0,0.01,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/plats-cuisines/pizza-menus-snacks,813.0,1.1,6.0,7.0,33.0,3.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/chocolat/chocolat,2140.0,0.09,9.7,53.8,59.2,25.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/chocolat/chocolat,2450.0,0.13,8.0,45.0,47.0,40.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/soupes-sauces-bouillon,25.0,0.92,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/du-monde-entier,1487.0,0.95,11.0,3.5,72.0,1.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/boissons-chaudes-froides/sirop-soda,204.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-surgeles/aperitif-dessert,864.0,1.6,5.0,7.0,20.0,11.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/soupes-sauces-bouillon,1780.0,1.5,1.5,0.5,3.0,46.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
To classify,2009.0,1.3,6.7,1.5,62.8,21.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-laitiers-oeufs/lait-boissons-lactees,280.0,0.15,3.0,9.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/chocolat/chocolat,2350.0,0.2,7.0,47.0,50.0,37.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/boissons-chaudes-froides/jus-de-fruits-de-legumes,110.0,0.1,0.5,5.0,6.0,0.5,0.0,0.5,0.0,0.2,1.8,30.0,1.4,0.0,12.0,0.2,0.0,0.0,0.2,0.4
/produits-laitiers-oeufs/fromages,1480.0,1.5,27.0,0.1,0.1,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/boulangerie/ingredients-de-boulangerie,470.0,0.0,3.0,15.0,17.0,3.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/viande-en-conserve,950.0,0.01,35.0,8.0,20.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/ingredients-de-cuisson,2360.0,1.2,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/du-monde-entier,563.0,1.0,6.2,0.0,9.44,6.6,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/boissons-chaudes-froides/the-glace,40.0,0.0,0.0,1.5,2.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/soupes-sauces-bouillon,570.0,0.85,15.0,1.5,4.5,6.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/boulangerie/produits-sans-gluten,1080.0,1.2,5.0,3.0,40.0,7.0,0.7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/boulangerie/ingredients-de-boulangerie,1150.0,0.8,11.0,2.0,50.0,2.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-surgeles/glace-entremets,570.0,0.1,0.8,26.0,29.0,1.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/boulangerie/farine,1468.0,0.03,12.0,0.5,71.0,1.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-surgeles/glace-entremets,1100.0,0.0,0.0,21.0,24.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/plats-cuisines/pizza-menus-snacks,208.0,0.0,0.7,11.0,11.0,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-laitiers-oeufs/yogourt,400.0,0.08,3.5,12.0,14.0,2.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/aperitif/chips,2209.0,1.4,4.0,2.5,59.0,30.0,2.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/boulangerie/ingredients-de-boulangerie,1070.0,0.1,3.5,53.0,55.0,0.5,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/poisson-en-conserve,0.0,1.0,23.0,0.5,0.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/soupes-sauces-bouillon,15.0,1.0,0.5,0.5,0.9,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/ingredients-de-cuisson,3700.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/boissons-chaudes-froides/boissons-energetiques,194.0,0.1,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/boulangerie/produits-frais-de-boulangerie-non-refrigeres,1560.0,1.2,10.0,8.0,46.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-laitiers-oeufs/lait-boissons-lactees,310.0,0.1,2.5,11.0,11.0,1.8,0.0,2.0,0.0,0.0,5.0,0.0,400.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0
/plats-cuisines/plats-cuisines,703.0,0.9,11.0,2.5,6.0,11.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/pates,1516.0,0.0,14.0,3.0,73.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/boulangerie/farines-sans-gluten,1507.0,1.3,6.0,4.0,68.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-surgeles/viande,480.0,0.0,25.0,1.0,1.0,1.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/boissons-chaudes-froides/boissons-energetiques,193.0,0.1,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,2.0
/garnitures-ingredients/du-monde-entier,1564.0,0.1,7.0,0.0,83.0,0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/aperitif/noix-grillees,2470.0,0.9,20.0,4.5,15.0,49.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-laitiers-oeufs/yogourt,400.0,0.1,3.0,13.0,14.0,3.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/plats-cuisines/plats-cuisines,1560.0,3.6,13.0,8.0,68.0,4.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/ingredients-de-cuisson,1550.0,1.5,0.8,0.5,1.0,41.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-surgeles/poisson-fruits-de-mer,274.0,2.3,15.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/viande/viande-sechee-jambon,1467.0,4.3,27.0,1.0,1.0,27.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/boissons-chaudes-froides/boissons-faibles-en-calories,1545.0,0.67,23.0,27.0,38.0,12.0,0.0,8.0,80.0,0.6,5.3,100.0,350.0,2.5,23.0,0.8,1.5,9.0,0.8,0.7
/garnitures-ingredients/soupes-sauces-bouillon,15.0,1.0,0.5,0.5,0.7,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/boulangerie/boulangerie-patisserie,2080.0,0.4,8.0,37.0,48.0,30.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/aperitif/snacks,2010.0,1.2,5.0,0.9,59.0,24.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mueesli-cereales/barres-de-cereales,2044.0,0.18,8.0,28.0,54.0,26.0,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/soupes-sauces-bouillon,1131.0,0.0,7.3,0.0,38.8,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-surgeles/legumes-pommes-de-terre,132.0,0.09,3.0,2.5,2.5,0.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/chocolat/blevita,1738.0,3.0,12.0,1.0,63.0,11.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/plats-cuisines/pizza-menus-snacks,443.0,0.9,2.5,2.5,15.0,3.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/du-monde-entier,608.0,1.2,20.0,0.0,2.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/du-monde-entier,747.0,7.0,3.5,15.0,18.0,9.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/poisson-en-conserve,1252.0,0.5,21.0,0.5,0.5,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/boulangerie/ingredients-de-boulangerie,2460.0,0.1,21.0,4.5,14.0,53.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/plats-cuisines/pizza-menus-snacks,1012.0,2.2,14.0,2.5,32.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/champignons-olives-en-conserve,559.0,4.4,1.5,0.0,0.0,14.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/legumes-a-salade,63.0,0.65,1.0,1.5,2.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-laitiers-oeufs/fromages,870.0,1.8,25.0,0.5,0.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/plats-cuisines/pizza-menus-snacks,791.0,1.2,9.0,1.5,24.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/garnitures-bio,1283.0,0.02,23.0,1.1,41.0,1.6,0.1,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-laitiers-oeufs/yogourt,430.0,0.1,3.5,14.0,15.0,2.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mueesli-cereales/barres-de-cereales,1830.0,0.29,8.0,32.0,62.0,17.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/chocolat/biscuits-gaufres,1900.0,0.63,3.5,35.0,62.0,21.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/plats-cuisines/pizza-menus-snacks,208.0,0.07,0.7,9.0,11.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-laitiers-oeufs/lait-boissons-lactees,180.0,0.1,3.5,7.0,7.0,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-surgeles/aperitif-dessert,1670.0,1.4,7.0,2.5,40.0,23.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/garnitures-ingredients/du-monde-entier,909.0,0.01,1.7,2.0,3.4,22.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-surgeles/legumes-pommes-de-terre,119.0,0.18,3.0,0.6,1.5,0.6,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/plats-cuisines/pizza-menus-snacks,353.0,0.2,5.0,1.5,2.0,6.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/chocolat/chocolat,1900.0,0.25,3.5,62.0,69.0,18.0,12.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/aperitif/biscuits-aperitifs,1734.0,1.6,12.0,1.5,68.0,9.2,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/plats-cuisines/pizza-menus-snacks,160.0,0.03,1.5,7.0,7.0,0.05,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/produits-surgeles/glace-entremets,750.0,0.1,4.0,22.0,24.0,7.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/chocolat/jours-de-fetes-evenements,1866.0,0.23,7.0,32.0,67.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/aperitif/chips,2135.0,1.0,4.0,33.0,53.0,30.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
